setname,name,region,version,alternative,parent_title,platform,series,homebrew,bootleg,year,manufacturer,category,linebreak1,resolution,rotation,flip,linebreak2,players,move_inputs,special_controls,num_buttons
1941,"1941- Counter Attack (W, 900227)",World,900227,no,,Capcom CPS-1,19XX,no,no,1990,Capcom,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,2
1942,"1942 (W, Rev B)",World,Rev B,no,,Capcom CPS-0,19XX,no,no,1984,Capcom,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,2
1943,1943- The Battle of Midway (EU),Europe,,no,,Capcom CPS-0,19XX,no,no,1987,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,3
1944,"1944- The Loop Master (EU, 000620)",Europe,000620,no,,Capcom CPS-2,19XX,no,no,2000,Eighting / Raizing / Capcom,Shooter - Vertical,,15kHz,horizontal,yes,,2 (simultaneous),8-way,n/a,2
1941j,1941- Counter Attack (JP),Japan,,yes,1941- Counter Attack,Capcom CPS-1,19XX,no,no,1990,Capcom,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,2
1941r1,1941- Counter Attack (W),World,,yes,1941- Counter Attack,Capcom CPS-1,19XX,no,no,1990,Capcom,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,2
1941u,"1941- Counter Attack (US, 900227)",USA,900227,yes,1941- Counter Attack,Capcom CPS-1,19XX,no,no,1990,Capcom,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,2
1942a,1942 (Rev A),,Rev A,yes,1942,Capcom CPS-0,19XX,no,no,1984,Capcom,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,2
1942b,1942 (First Version),,First Version,yes,1942,Capcom CPS-0,19XX,no,no,1984,Capcom,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,2
1942c64,1942 (C64 BGM) [hb],,C64 BGM,yes,1942,Capcom CPS-0,19XX,yes,no,1984,Capcom,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,2
1942fpa,1942 (Attract Mode) [hb],,Attract Mode,yes,1942,Capcom CPS-0,19XX,yes,no,1984,Capcom,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,2
1942h,Supercharger 1942 (Set 2) [hb],,Set 2,yes,1942,Capcom CPS-0,19XX,yes,no,1991,Capcom,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,2
1942w,1942 (Williams),,Williams,yes,1942,Capcom CPS-0,19XX,no,no,1984,Capcom / Williams,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,2
1943h,1943- The Battle of Midway [bl],,,yes,1943- The Battle of Midway,Capcom CPS-0,19XX,no,yes,1987,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,3
1943j,"1943- Midway Kaisen (JP, Rev B)",Japan,Rev B,no,,Capcom CPS-0,19XX,no,no,1987,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,3
1943ja,1943- Midway Kaisen (JP),Japan,,yes,1943- The Battle of Midway,Capcom CPS-0,19XX,no,no,1987,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,3
1943jah,1943- Midway Kaisen (no Protection) [hb],,no Protection,yes,1943- The Battle of Midway,Capcom CPS-0,19XX,yes,no,1987,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,3
1943kai,1943- Kai Midway Kaisen (JP),Japan,,no,,Capcom CPS-0,19XX,no,no,1987,Capcom,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,2
1943kais01,"1943- Kai Midway Kaisen (Ex Super, v090210) [hb]",,"Ex Super, v090210",yes,1943- The Battle of Midway,Capcom CPS-0,19XX,yes,no,1987,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,3
1943mii,1943- The Battle of Midway Mark II (US),USA,,no,,Capcom CPS-0,19XX,no,no,1987,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,3
1943u,1943- The Battle of Midway (US),USA,,no,,Capcom CPS-0,19XX,no,no,1987,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,3
1943ua,1943- The Battle of Midway (US),USA,,yes,1943- The Battle of Midway,Capcom CPS-0,19XX,no,no,1987,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,3
1944j,"1944- The Loop Master (JP, 000620)",Japan,000620,yes,1944- The Loop Master,Capcom CPS-2,19XX,no,no,2000,Eighting / Raizing / Capcom,Shooter - Vertical,,15kHz,horizontal,yes,,2 (simultaneous),8-way,n/a,2
1944u,"1944- The Loop Master (US, 000620)",USA,000620,yes,1944- The Loop Master,Capcom CPS-2,19XX,no,no,2000,Eighting / Raizing / Capcom,Shooter - Vertical,,15kHz,horizontal,yes,,2 (simultaneous),8-way,n/a,2
19xx,"19XX- The War Against Destiny (EU, 960104)",Europe,960104,no,,Capcom CPS-2,19XX,no,no,1996,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n/a,2
19xxa,"19XX- The War Against Destiny (AS, 960104)",Asia,960104,yes,19XX- The War Against Destiny,Capcom CPS-2,19XX,no,no,1996,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n/a,2
19xxar1,"19XX- The War Against Destiny (AS, 951207)",Asia,951207,yes,19XX- The War Against Destiny,Capcom CPS-2,19XX,no,no,1996,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n/a,2
19xxb,"19XX- The War Against Destiny (W, 951218)",World,951218,yes,19XX- The War Against Destiny,Capcom CPS-2,19XX,no,no,1996,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n/a,2
19xxh,"19XX- The War Against Destiny (HS, 951218)",Hispanic,951218,yes,19XX- The War Against Destiny,Capcom CPS-2,19XX,no,no,1996,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n/a,2
19xxj,"19XX- The War Against Destiny (JP, 960104)",Japan,960104,yes,19XX- The War Against Destiny,Capcom CPS-2,19XX,no,no,1996,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n/a,2
19xxjr1,"19XX- The War Against Destiny (JP, 951225)",Japan,951225,yes,19XX- The War Against Destiny,Capcom CPS-2,19XX,no,no,1996,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n/a,2
19xxjr2,"19XX- The War Against Destiny (JP, 951207)",Japan,951207,yes,19XX- The War Against Destiny,Capcom CPS-2,19XX,no,no,1996,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n/a,2
19xxu,"19XX- The War Against Destiny (US, 951207)",USA,951207,yes,19XX- The War Against Destiny,Capcom CPS-2,19XX,no,no,1996,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n/a,2
3wonders,"Three Wonders (W, 910520)",World,910520,no,,Capcom CPS-1,,no,no,1991,Capcom,Mixed,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
3wondersb,Three Wonders [bl],,,yes,Three Wonders,Capcom CPS-1,,no,yes,1991,Capcom,Mixed,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
3wondersh,Three Wonders (Hack) [bl],,Hack,yes,Three Wonders,Capcom CPS-1,,no,yes,1991,Capcom,Mixed,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
3wondersr1,"Three Wonders (W, 910513)",World,910513,yes,Three Wonders,Capcom CPS-1,,no,no,1991,Capcom,Mixed,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
3wondersu,"Three Wonders (US, 920520)",USA,920520,yes,Three Wonders,Capcom CPS-1,,no,no,1991,Capcom,Mixed,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
afighter,"Action Fighter (W, 317-0018)",World,317-0018,no,,Sega System 16A,,no,no,1986,Sega,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (alternating),8-way,,2
afightera,"Action Fighter (W, No Protection)",World,No Protection,yes,Action Fighter,Sega System 16A,,no,no,1986,Sega,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (alternating),8-way,,2
afighterc,"Action Fighter (W, 317-xxxx)",World,FD1089B 317-xxxx,yes,Action Fighter,Sega System 16A,,no,no,1986,Sega,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (alternating),8-way,,2
afighterg,"Action Fighter (W, 317-unknown)",World,FD1089B 317-unknown,yes,Action Fighter,Sega System 16B,,no,no,1986,Sega,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (alternating),8-way,,2
afighterh,"Action Fighter (W, 317-0018)",World,FD1089A 317-0018,yes,Action Fighter,Sega System 16B,,no,no,1986,Sega,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (alternating),8-way,,2
alexkidd,"Alex Kidd- The Lost Stars (W, Set 2)",World,"Set 2, No Protection",no,,Sega System 16A,,no,no,1986,Sega,Platform,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
alexkidd1,"Alex Kidd- The Lost Stars (W, Set 1)",World,"Set 1, 317-0021",yes,Alex Kidd,Sega System 16A,,no,no,1986,Sega,Platform,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
aliensyn,"Alien Syndrome (W, Set 4)",World,Set 4,no,,Sega System 16B,,no,no,1987,Sega,Shooter - Multidirectional,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,1
aliensyn2,"Alien Syndrome (W, Set 2)",World,Set 2,yes,Alien Syndrome,Sega System 16B,,no,no,1987,Sega,Shooter - Multidirectional,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,1
aliensyn3,"Alien Syndrome (W, Set 3)",World,Set 3,yes,Alien Syndrome,Sega System 16B,,no,no,1987,Sega,Shooter - Multidirectional,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,1
aliensyn5,"Alien Syndrome (W, Set 5)",World,Set 5,yes,Alien Syndrome,Sega System 16B,,no,no,1987,Sega,Shooter - Multidirectional,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,1
aliensynjo,"Alien Syndrome (JP, Set 1)",Japan,Set 1,yes,Alien Syndrome,Sega System 16B,,no,no,1987,Sega,Shooter - Multidirectional,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,1
altbeast5,"Altered Beast (W, Set 5)",World,Set 5,yes,Altered Beast,Sega System 16B,,no,no,1988,Sega,Platform,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
altbeastj1,"Juuouki (JP, Set 1)",Japan,Set 1,yes,Altered Beast,Sega System 16B,,no,no,1988,Sega,Platform,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
altbeastj3,"Juuouki (JP, Set 3)",Japan,Set 3,yes,Altered Beast,Sega System 16B,,no,no,1988,Sega,Platform,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
area88,Area 88 (JP),Japan,,yes,U.N. Squadron,Capcom CPS-1,U.N. Squadron,no,no,1989,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
area88r,"Area 88 (JP, Resale)",Japan,Resale,yes,U.N. Squadron,Capcom CPS-1,U.N. Squadron,no,no,1989,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
armwar,"Armored Warriors (EU, 941024)",Europe,941024,no,,Capcom CPS-2,,no,no,1994,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,n/a,3
armwara,"Armored Warriors (AS, 941024)",Asia,941024,yes,Armored Warriors,Capcom CPS-2,,no,no,1994,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,n/a,3
armwarar1,"Armored Warriors (AS, 940920)",Asia,940920,yes,Armored Warriors,Capcom CPS-2,,no,no,1994,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,n/a,3
armwarr1,"Armored Warriors (EU, 941011)",Europe,941011,yes,Armored Warriors,Capcom CPS-2,,no,no,1994,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,n/a,3
armwaru,"Armored Warriors (US, 941024)",USA,941024,yes,Armored Warriors,Capcom CPS-2,,no,no,1994,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,n/a,3
armwaru1,"Armored Warriors (US, 940920)",USA,940920,yes,Armored Warriors,Capcom CPS-2,,no,no,1994,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,n/a,3
aurailj,"Aurail (JP, Set 1)",Japan,"Set 1, FD1089A 317-0167",yes,Aurail,Sega System 16B,,no,no,1990,Sega,Shooter - Multidirectional,,15kHz,horizontal,n/a,,2 (alternating),8-way,n/a,3
aurail1,"Aurail (W, Set 2)",World,"Set 2, FD1089B 317-0168",yes,Aurail,Sega System 16B,,no,no,1990,Sega,Shooter - Multidirectional,,15kHz,horizontal,n/a,,2 (alternating),8-way,n/a,3
aurail,"Aurail (US, Set 3)",USA,"Set 3, unprotected",yes,Aurail,Sega System 16B,,no,no,1990,Sega,Shooter - Multidirectional,,15kHz,horizontal,n/a,,2 (alternating),8-way,n/a,3
avsp,"Alien vs. Predator (EU, 940520)",Europe,940520,no,,Capcom CPS-2,Aliens,no,no,1994,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,n/a,3
avspa,"Alien vs. Predator (AS, 940520)",Asia,940520,yes,Alien vs. Predator,Capcom CPS-2,Aliens,no,no,1994,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,n/a,3
avsph,"Alien vs. Predator (HS, 940520)",Hispanic,940520,yes,Alien vs. Predator,Capcom CPS-2,Aliens,no,no,1994,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,n/a,3
avspj,"Alien vs. Predator (JP, 940520)",Japan,940520,yes,Alien vs. Predator,Capcom CPS-2,Aliens,no,no,1994,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,n/a,3
avspu,"Alien vs. Predator (US, 940520)",USA,940520,yes,Alien vs. Predator,Capcom CPS-2,Aliens,no,no,1994,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,n/a,3
batcir,"Battle Circuit (EU, 970319)",Europe,970319,no,,Capcom CPS-2,,no,no,1997,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,2
batcira,"Battle Circuit (AS, 970319)",Asia,970319,yes,Battle Circuit,Capcom CPS-2,,no,no,1997,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,2
batcirj,"Battle Circuit (JP, 970319)",Japan,970319,yes,Battle Circuit,Capcom CPS-2,,no,no,1997,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,2
bbredux,"Bubble Bobble (Redux, for BB PCB) [bl]",,"Redux, for BB PCB",yes,Bubble Bobble,,Bubble Bobble,no,yes,1986,Taito,Puzzle - Platform,,15kHz,horizontal,n/a,,2 (simultaneous),2-way horizontal,,2
bionicc,Bionic Commando,,,no,,Capcom CPS-0,,no,no,1987,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
bionicc1,"Bionic Commando (US, Set 1)",USA,Set 1,yes,Bionic Commando,Capcom CPS-0,,no,no,1987,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
bionicc2,"Bionic Commando (US, Set 2)",USA,Set 2,yes,Bionic Commando,Capcom CPS-0,,no,no,1987,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
bioniccbl2,Bionic Commandos (Set 2) [bl],,Set 2,yes,Bionic Commando,Capcom CPS-0,,no,yes,1987,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
blktiger,Black Dragon (JP),Japan,,yes,Black Tiger,Capcom CPS-0,,no,no,1987,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
blktiger,Black Dragon [bl],,,yes,Black Tiger,Capcom CPS-0,,no,yes,1987,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
blktiger,Black Tiger,,,no,,Capcom CPS-0,,no,no,1987,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
blktiger,Black Tiger (Older),,Older,yes,Black Tiger,Capcom CPS-0,,no,no,1987,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
blktiger,Black Tiger (Set 1) [bl],,Set 1,yes,Black Tiger,Capcom CPS-0,,no,yes,1987,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
blktiger,Black Tiger (Set 2) [bl],,Set 2,yes,Black Tiger,Capcom CPS-0,,no,yes,1987,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
blktiger,Black Tiger- Black Dragon (Mixed) [bl],,Mixed,yes,Black Tiger,Capcom CPS-0,,no,yes,1987,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
boblbobl,Bobble Bobble (Bubble Bobble) [bl],,Bubble Bobble,yes,Bubble Bobble,,Bubble Bobble,no,yes,1986,Taito,Puzzle - Platform,,15kHz,horizontal,n/a,,2 (simultaneous),2-way horizontal,,2
boblcave,"Bubble Bobble- Lost Cave (v1.2, Bubble Bobble PCB) [hb]",,"v1.2, Bubble Bobble PCB",yes,Bubble Bobble,,Bubble Bobble,yes,no,1986,Taito,Puzzle - Platform,,15kHz,horizontal,n/a,,2 (simultaneous),2-way horizontal,,2
bodyslam,"Body Slam (World, 317-0015)",World,317-0015,no,,Sega System 16A,,no,no,1986,Sega,Sports,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
bub68705,Bubble Bobble (68705) [bl],,68705,yes,Bubble Bobble,,Bubble Bobble,no,yes,1986,Taito,Puzzle - Platform,,15kHz,horizontal,n/a,,2 (simultaneous),2-way horizontal,,2
bublbobl,Bubble Bobble (68705) [bl],Japan,v0.1,no,,,Bubble Bobble,no,no,1986,Taito,Puzzle - Platform,,15kHz,horizontal,n/a,,2 (simultaneous),2-way horizontal,,2
bublbobl1,"Bubble Bobble (JP, v0.0)",Japan,v0.0,yes,Bubble Bobble,,Bubble Bobble,no,no,1986,Taito,Puzzle - Platform,,15kHz,horizontal,n/a,,2 (simultaneous),2-way horizontal,,2
bublboblb,Bubble Bobble (Bubble Bobble PCB) [bl],,Bubble Bobble PCB,yes,Bubble Bobble,,Bubble Bobble,no,yes,1986,Taito,Puzzle - Platform,,15kHz,horizontal,n/a,,2 (simultaneous),2-way horizontal,,2
bublboblp,Bubble Bobble (Tokio Prototype),,Tokio Prototype,yes,Bubble Bobble,,Bubble Bobble,no,no,1986,Taito,Puzzle - Platform,,15kHz,horizontal,n/a,,2 (simultaneous),2-way horizontal,,2
bublboblr,"Bubble Bobble (US, v5.1)",USA,v5.1,yes,Bubble Bobble,,Bubble Bobble,no,no,1986,Taito,Puzzle - Platform,,15kHz,horizontal,n/a,,2 (simultaneous),2-way horizontal,,2
bublboblr1,"Bubble Bobble (US, v1.0)",USA,v1.0,yes,Bubble Bobble,,Bubble Bobble,no,no,1986,Taito,Puzzle - Platform,,15kHz,horizontal,n/a,,2 (simultaneous),2-way horizontal,,2
bublcave,Bubble Bobble- Lost Cave (v1.2) [hb],,v1.2,yes,Bubble Bobble,,Bubble Bobble,yes,no,1986,Taito,Puzzle - Platform,,15kHz,horizontal,n/a,,2 (simultaneous),2-way horizontal,,2
bublcave10,Bubble Bobble- Lost Cave (v1.0) [hb],,v1.0,yes,Bubble Bobble,,Bubble Bobble,yes,no,1986,Taito,Puzzle - Platform,,15kHz,horizontal,n/a,,2 (simultaneous),2-way horizontal,,2
bublcave11,Bubble Bobble- Lost Cave (v1.1) [hb],,v1.1,yes,Bubble Bobble,,Bubble Bobble,yes,no,1986,Taito,Puzzle - Platform,,15kHz,horizontal,n/a,,2 (simultaneous),2-way horizontal,,2
bullet,Bullet (W),World,FD1094 317-0041,no,,Sega System 16B,,no,no,1987,Sega,Shooter - Multidirectional,,15kHz,horizontal,n/a,,3,8-way,,4
captcomm,"Captain Commando (W, 911202)",World,911202,no,,Capcom CPS-1,,no,no,1991,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
captcommj,"Captain Commando (JP, 911202)",Japan,911202,yes,Captain Commando,Capcom CPS-1,,no,no,1991,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
captcommjr1,"Captain Commando (JP, 920928)",Japan,920928,yes,Captain Commando,Capcom CPS-1,,no,no,1991,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
captcommr1,"Captain Commando (W, 911014)",World,911014,yes,Captain Commando,Capcom CPS-1,,no,no,1991,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
captcommu,"Captain Commando (US, 920928)",USA,920928,yes,Captain Commando,Capcom CPS-1,,no,no,1991,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
cawing,"Carrier Air Wing (W, 901012)",World,901012,no,,Capcom CPS-1,U.N. Squadron,no,no,1990,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
cawingj,"U.S. Navy (JP, 901012)",Japan,901012,yes,Carrier Air Wing,Capcom CPS-1,U.N. Squadron,no,no,1990,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
cawingr1,"Carrier Air Wing (W, 901990)",World,901990,yes,Carrier Air Wing,Capcom CPS-1,U.N. Squadron,no,no,1990,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
cawingu,"Carrier Air Wing (US, 901130)",USA,901130,yes,Carrier Air Wing,Capcom CPS-1,U.N. Squadron,no,no,1990,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
cawingur1,"Carrier Air Wing (US, 901012)",USA,901012,yes,Carrier Air Wing,Capcom CPS-1,U.N. Squadron,no,no,1990,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
chikij,"Chiki Chiki Boys (JP, 900619)",Japan,900619,yes,Mega Twins,Capcom CPS-1,Mega Twins,no,no,1990,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
choko,"Janpai Puzzle Choukou (JP, 010820)",Japan,010820,no,,Capcom CPS-2,,no,no,2001,Mitchell / Capcom,Puzzle,,15kHz,horizontal,n/a,,1,8-way,n/a,3
comdelux,Commando Deluxe [hb],World,,yes,Commando,Capcom CPS-0,Commando,yes,no,2002,Capcom,Run 'n' Gun - Vertical,,15kHz,vertical (ccw),yes,,2 (alternating),8-way,,2
comdlux1,Commando Deluxe Again [hb],,,yes,Commando,Capcom CPS-0,Commando,yes,no,1985,Capcom,Run 'n' Gun - Vertical,,15kHz,vertical (ccw),yes,,2 (alternating),8-way,,2
commando,Commando (W),World,,no,,Capcom CPS-0,Commando,no,no,1985,Capcom,Run 'n' Gun - Vertical,,15kHz,vertical (ccw),yes,,2 (alternating),8-way,,2
commandoj,Senjou no Ookami,,,yes,Commando,Capcom CPS-0,Commando,no,no,1985,Capcom,Run 'n' Gun - Vertical,,15kHz,vertical (ccw),yes,,2 (alternating),8-way,,2
commandou2,"Command (US, Set 2)",USA,Set 2,yes,Commando,Capcom CPS-0,Commando,no,no,1985,Capcom,Run 'n' Gun - Vertical,,15kHz,vertical (ccw),yes,,2 (alternating),8-way,,2
contra1,"Contra (US-AS, Set 2)",USA - Asia,Set 2,yes,Contra,,Contra,no,no,1987,Konami,Run 'n' Gun - Horizontal,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
contra1,"Contra (US, Set 2)",USA,Set 2,yes,Contra,,Contra,no,no,1987,Konami,Run 'n' Gun - Horizontal,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
contrab,Contra [bl],,,yes,Contra,,Contra,no,yes,1987,Konami,Run 'n' Gun - Horizontal,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
contrabj,Contra (Japan 1) [bl],,Japan 1,yes,Contra,,Contra,no,yes,1987,Konami,Run 'n' Gun - Horizontal,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
contrabj,"Contra (Japan, Set 1) [bl]",,"Japan, Set 1",yes,Contra,,Contra,no,yes,1987,Konami,Run 'n' Gun - Horizontal,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
contrabj1,Contra (Japan 2) [bl],,Japan 2,yes,Contra,,Contra,no,yes,1987,Konami,Run 'n' Gun - Horizontal,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
contrabj1,"Contra (Japan, Set 2) [bl]",,"Japan, Set 2",yes,Contra,,Contra,no,yes,1987,Konami,Run 'n' Gun - Horizontal,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
contrae,"Contra (US-AS, Set 3)",USA - Asia,Set 3,yes,Contra,,Contra,no,no,1987,Konami,Run 'n' Gun - Horizontal,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
contrae,"Contra (US, Set 3)",USA,Set 3,no,,,Contra,no,no,1987,Konami,Run 'n' Gun - Horizontal,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
contraj,Contra (Japan 1),,Japan 1,yes,Contra,,Contra,no,no,1987,Konami,Run 'n' Gun - Horizontal,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
contraj,"Contra (JP, Set 1)",Japan,Set 1,yes,Contra,,Contra,no,no,1987,Konami,Run 'n' Gun - Horizontal,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
contraj1,Contra (Japan 2),,Japan 2,yes,Contra,,Contra,no,no,1987,Konami,Run 'n' Gun - Horizontal,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
contraj1,"Contra (JP, Set 2)",Japan,Set 2,yes,Contra,,Contra,no,no,1987,Konami,Run 'n' Gun - Horizontal,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
csclub,"Capcom Sports Club (EU, 971017)",Europe,971017,no,,Capcom CPS-2,,no,no,1997,Capcom,Sports,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
csclub1,"Capcom Sports Club (EU, 970722)",Europe,970722,yes,Capcom Sports Club,Capcom CPS-2,,no,no,1997,Capcom,Sports,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
cscluba,"Capcom Sports Club (AS, 970722)",Asia,970722,yes,Capcom Sports Club,Capcom CPS-2,,no,no,1997,Capcom,Sports,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
csclubh,"Capcom Sports Club (HS, 970722)",Hispanic,970722,yes,Capcom Sports Club,Capcom CPS-2,,no,no,1997,Capcom,Sports,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
