setname,name,name_notnice,region,version,alternative,parent_title,platform,series,homebrew,bootleg,year,manufacturer,category,linebreak1,resolution,rotation,flip,linebreak2,players,joystick,special_controls,buttons
tetris3,"Tetris (JP, Set 3)","Tetris (Set 3, Japan, S16A) [FD1094 317-0093a]",Japan,Set 3,yes,Tetris,Sega System 16A,Tetris,no,no,1988,Sega,Puzzle,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
tetris,"Tetris (JP, Set 4)","Tetris (Set 4, Japan, S16A) [FD1094 317-0093]",Japan,Set 4,no,,Sega System 16A,Tetris,no,no,1988,Sega,Puzzle,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
tigeroad,Tiger Road,Tiger Road,,,no,,Capcom CPS-0,,no,no,1987,Capcom,Platform,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
tigeroadu,"Tiger Road (US, Romstar)","Tiger Road (US, Romstar license)",USA,Romstar,yes,Tiger Road,Capcom CPS-0,,no,no,1987,Capcom / Romstar,Platform,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
timescan,"Time Scanner (W, Set 2)","Time Scanner (Set 2, System16B)",World,Set 2,no,,Sega System 16B,,no,no,1987,Sega,Pinball,,15kHz,vertical (ccw),yes,,2 (alternating),8-way,,2
timescan1,"Time Scanner (W, Set 1)","Time Scanner (Set 1, World, S16A) [FD1089B 317-0024]",World,Set 1,no,,Sega System 16B,,no,no,1987,Sega,Pinball,,15kHz,vertical (ccw),yes,,2 (alternating),8-way,,2
tokio,Tokio (Scramble Formation) (Newer),Tokio - Scramble Formation (newer),,Newer,no,,,,no,no,1986,Taito,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
tokiob,Tokio (Scramble Formation) [bl],Tokio - Scramble Formation (bootleg),,,yes,Scramble Formation,,,no,yes,1986,Taito,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
tokioo,Tokio (Scramble Formation) (Older),Tokio - Scramble Formation (older),,Older,yes,Scramble Formation,,,no,no,1986,Taito,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
tokiou,Tokio (Scramble Formation) (US),Tokio - Scramble Formation (US),USA,,yes,Scramble Formation,,,no,no,1986,Taito,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
topsecrt,"Top Secret (JP, Rev Old)","Top Secret (Japan, old revision)",Japan,Rev Old,yes,Bionic Commando,Capcom CPS-0,,no,no,1987,Capcom,Racing,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
topsecrt2,"Top Secret (JP, Rev B)","Top Secret (Japan, revision B)",Japan,Rev B,yes,Bionic Commando,Capcom CPS-0,,no,no,1987,Capcom,Racing,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
toramich,Torae no Michi (JP),Torae no Michi (Japan),Japan,,yes,Tiger Road,Capcom CPS-0,,no,no,1987,Capcom,Platform,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
tricktrp,Trick Trap (W),Trick Trap (W),World,,no,,,,no,no,1987,Konami,Shooter - Multidirectional,,15kHz,vertical (cw),yes,,2 (alternating),8-way,,2
trojan,"Trojan (US, Set 1)",Trojan (US set 1),USA,Set 1,no,,,,no,no,1986,Capcom,Platform,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
trojana,"Trojan (US, Set 2)",Trojan (US set 2),USA,Set 2,yes,Trojan,,,no,no,1986,Capcom,Platform,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
trojanb,Trojan [bl],Trojan (bootleg),,,yes,Trojan,,,no,yes,1986,Capcom,Platform,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
trojanj,Tatakai no Banka (JP),Tatakai no Banka (Japan),Japan,,yes,Trojan,,,no,no,1986,Capcom,Platform,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
trojanr,Trojan (Romstar),Trojan (Romstar),,Romstar,no,,,,no,no,1986,Capcom / Romstar,Platform,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
uecology,"Ultimate Ecology (JP, 931203)",Ultimate Ecology (Japan 931203),Japan,931203,yes,Eco Fighters,Capcom CPS-2,,no,no,1993,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
unsquad,U.N. Squadron (US),U.N. Squadron -USA-,USA,,no,,Capcom CPS-1,U.N. Squadron,no,no,1989,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
vampj,"Vampire- The Night Warriors (JP, 940705)",Vampire The Night Warriors (Japan 940705),Japan,940705,yes,Vampire- The Night Warriors,Capcom CPS-2,Darkstalkers,no,no,1994,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
vampja,"Vampire- The Night Warriors (JP, 940705, alt)",Vampire The Night Warriors (Japan 940705 alt),Japan,"940705, alt",yes,Vampire- The Night Warriors,Capcom CPS-2,Darkstalkers,no,no,1994,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
vampjr1,"Vampire- The Night Warriors (JP, 940630)",Vampire The Night Warriors (Japan 940630),Japan,940630,yes,Vampire- The Night Warriors,Capcom CPS-2,Darkstalkers,no,no,1994,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
varth,"Varth- Operation Thunderstorm (W, 920714)",Varth  Operation Thunderstorm -World 920714-,World,920714,no,,Capcom CPS-1,,no,no,1992,Capcom,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,3
varthj,"Varth- Operation Thunderstorm (JP, 920714)",Varth  Operation Thunderstorm -Japan 920714-,Japan,920714,yes,Varth,Capcom CPS-1,,no,no,1992,Capcom,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,3
varthjr,"Varth- Operation Thunderstorm (JP, 920714)",Varth  Operation Thunderstorm -Japan Resale Ver. 920714-,Japan,920714,yes,Varth,Capcom CPS-1,,no,no,1992,Capcom,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,3
varthr1,"Varth- Operation Thunderstorm (W, 920612)",Varth  Operation Thunderstorm -World 920612-,World,920612,yes,Varth,Capcom CPS-1,,no,no,1992,Capcom,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,3
varthu,"Varth- Operation Thunderstorm (US, 920612)",Varth  Operation Thunderstorm -USA 920612-,USA,920612,yes,Varth,Capcom CPS-1,,no,no,1992,Capcom,Shooter - Vertical,,15kHz,vertical (ccw),yes,,2 (simultaneous),8-way,,3
vhunt2,"Vampire Hunter 2- Darkstalkers Revenge (JP, 970929)",Vampire Hunter 2 Darkstalkers Revenge (Japan 970929),Japan,970929,no,,Capcom CPS-2,Darkstalkers,no,no,1997,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
vhunt2r1,"Vampire Hunter 2- Darkstalkers Revenge (JP, 970913)",Vampire Hunter 2 Darkstalkers Revenge (Japan 970913),Japan,970913,yes,Vampire Hunter 2- Darkstalkers Revenge,Capcom CPS-2,Darkstalkers,no,no,1997,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
vhuntj,"Vampire Hunter- Darkstalkers' Revenge (JP, 950316)",Vampire Hunter Darkstalkers Revenge (Japan 950316),Japan,950316,no,,Capcom CPS-2,Darkstalkers,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
vhuntjr1,"Vampire Hunter- Darkstalkers' Revenge (JP, 950307)",Vampire Hunter Darkstalkers Revenge (Japan 950307),Japan,950307,yes,Vampire Hunter- Darkstalkers' Revenge,Capcom CPS-2,Darkstalkers,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
vhuntjr1s,"Vampire Hunter- Darkstalkers' Revenge (JP, 950307, stop version)",Vampire Hunter Darkstalkers Revenge (Japan 950307 stop version),Japan,"950307, stop version",yes,Vampire Hunter- Darkstalkers' Revenge,Capcom CPS-2,Darkstalkers,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
vhuntjr2,"Vampire Hunter- Darkstalkers' Revenge (JP, 950302)",Vampire Hunter Darkstalkers Revenge (Japan 950302),Japan,950302,yes,Vampire Hunter- Darkstalkers' Revenge,Capcom CPS-2,Darkstalkers,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
vsav,"Darkstalkers- Jedah's Damnation (EU, 970519, Aesthetic Mod v1.3) [hb]",Darkstalkers Jedah's Damnation (Euro 970519) [Aesthetic Mod v1.3],Europe,"970519, Aesthetic Mod v1.3",yes,Vampire Savior- The Lord of Vampire,Capcom CPS-2,Darkstalkers,yes,no,1997,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
vsav,"Vampire Savior- The Lord of Vampire (EU, 970519)",Vampire Savior The Lord of Vampire (Euro 970519),Europe,970519,no,,Capcom CPS-2,Darkstalkers,no,no,1997,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
vsav,"Vampire Savior- The Lord of Vampire (EU, 9705199, Aesthetic Mod) [hb]",Vampire Savior The Lord of Vampire (Euro 970519) [Aesthetic Mod v1.3 Training Edition],Europe,"9705199, Aesthetic Mod",yes,Vampire Savior- The Lord of Vampire,Capcom CPS-2,Darkstalkers,yes,no,1997,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
vsav,"Vampire Savior- The Lord of Vampire (EU, 9705199, Aesthetic Mod) [hb]",Vampire Savior The Lord of Vampire (Euro 970519) [Aesthetic Mod v1.3],Europe,"9705199, Aesthetic Mod",yes,Vampire Savior- The Lord of Vampire,Capcom CPS-2,Darkstalkers,yes,no,1997,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
vsav,"Vampire Savior- The Lord of Vampire (EU, 9705199, Training Edition) [hb]",Vampire Savior The Lord of Vampire (Euro 970519) [Training Edition],Europe,"9705199, Training Edition",yes,Vampire Savior- The Lord of Vampire,Capcom CPS-2,Darkstalkers,yes,no,1997,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
vsav,"Vampire Savior- The Lord of Vampire (EU, 9705199, Unlocked)",Vampire Savior The Lord of Vampire (Euro 970519) [Unlocked],Europe,"9705199, Unlocked",yes,Vampire Savior- The Lord of Vampire,Capcom CPS-2,Darkstalkers,no,no,1997,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
vsav2,"Vampire Savior 2- The Lord of Vampire (JP, 970913)",Vampire Savior 2 The Lord of Vampire (Japan 970913),Japan,970913,yes,Vampire Savior- The Lord of Vampire,Capcom CPS-2,Darkstalkers,no,no,1997,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
vsava,"Vampire Savior- The Lord of Vampire (AS, 970519)",Vampire Savior The Lord of Vampire (Asia 970519),Asia,970519,yes,Vampire Savior- The Lord of Vampire,Capcom CPS-2,Darkstalkers,no,no,1997,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
vsavb,"Vampire Savior- The Lord of Vampire (W, 970519)",Vampire Savior The Lord of Vampire (Brazil 970519),World,970519,yes,Vampire Savior- The Lord of Vampire,Capcom CPS-2,Darkstalkers,no,no,1997,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
vsavh,"Vampire Savior- The Lord of Vampire (HS, 970519)",Vampire Savior The Lord of Vampire (Hispanic 970519),Hispanic,970519,yes,Vampire Savior- The Lord of Vampire,Capcom CPS-2,Darkstalkers,no,no,1997,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
vsavj,"Vampire Savior- The Lord of Vampire (JP, 970519)",Vampire Savior The Lord of Vampire (Japan 970519),Japan,970519,yes,Vampire Savior- The Lord of Vampire,Capcom CPS-2,Darkstalkers,no,no,1997,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
vsavu,"Vampire Savior- The Lord of Vampire (US, 970519)",Vampire Savior The Lord of Vampire (USA 970519),USA,970519,yes,Vampire Savior- The Lord of Vampire,Capcom CPS-2,Darkstalkers,no,no,1997,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
vulgus,Vulgus (Set 1),Vulgus,,Set 1,no,,,,no,no,1984,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (alternating),8-way,,2
vulgusa,Vulgus (Set 2),Vulgus (set 2),,Set 2,yes,Vulgus,,,no,no,1984,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (alternating),8-way,,2
vulgusj,Vulgus (JP),Vulgus (Japan),Japan,,yes,Vulgus,,,no,no,1984,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (alternating),8-way,,2
wb31,"Wonder Boy III - Monster Lair (JP, Set 1)","Wonder Boy III Monster Lair (Set 1, Japan, S16A) [FD1094 317-0084]",Japan,Set 1,yes,Wonder Boy III,Sega System 16A,Wonder Boy,no,no,1988,Sega,Platform,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
wb32,"Wonder Boy III - Monster Lair (JP, Set 2)","Wonder Boy III - Monster Lair (set 2, Japan, System 16B) (FD1094 317-0085)",Japan,Set 2,yes,Wonder Boy III,Sega System 16B,Wonder Boy,no,no,1988,Sega,Platform,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
wb33,"Wonder Boy III - Monster Lair (W, Set 3)","Wonder Boy III - Monster Lair (set 3, World, System 16B) (FD1094 317-0089)",World,Set 3,yes,Wonder Boy III,Sega System 16B,Wonder Boy,no,no,1988,Sega,Platform,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
wb34,"Wonder Boy III - Monster Lair (JP, Set 4)","Wonder Boy III - Monster Lair (set 4, Japan, System 16B) (FD1094 317-0087)",Japan,Set 4,yes,Wonder Boy III,Sega System 16B,Wonder Boy,no,no,1988,Sega,Platform,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
wb35,"Wonder Boy III - Monster Lair (JP, Set 5)","Wonder Boy III Monster Lair (Set 5, Japan, S16A) [FD1089A 317-0086]",Japan,Set 5,yes,Wonder Boy III,Sega System 16A,Wonder Boy,no,no,1988,Sega,Platform,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
willow,Willow (W),Willow -World-,World,,no,,Capcom CPS-1,,no,no,1989,Capcom,Platform,,15kHz,horizontal,n/a,,2 (alternating),8-way,,3
willowj,Willow (JP),Willow -Japan-,Japan,,yes,Willow,Capcom CPS-1,,no,no,1989,Capcom,Platform,,15kHz,horizontal,n/a,,2 (alternating),8-way,,3
willowu,Willow (US),Willow -USA-,USA,,yes,Willow,Capcom CPS-1,,no,no,1989,Capcom,Platform,,15kHz,horizontal,n/a,,2 (alternating),8-way,,3
willowuo,"Willow (US, Old Ver)",Willow -USA Old Ver.-,USA,Old Ver,yes,Willow,Capcom CPS-1,,no,no,1989,Capcom,Platform,,15kHz,horizontal,n/a,,2 (alternating),8-way,,3
wof,"Warriors of Fate (W, 921031)",Warriors of Fate (World 921031),World,921031,no,,Capcom CPS-1.5,Dynasty Wars,no,no,1992,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,,2
wofa,"Sangokushi II (AS, 921005)",Sangokushi II (Asia 921005),Asia,921005,yes,Sangokushi II,Capcom CPS-1.5,,no,no,1992,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,,2
wofhfh,"Huo Feng Huang (Chinese, Sangokushi II) [bl]",Huo Feng Huang -Chinese bootleg of Sangokushi II-,,"Chinese, Sangokushi II",yes,Sangokushi II,Capcom CPS-1,,no,yes,1999,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,1
wofj,"Tenchi wo Kurau II- Sekiheki no Tatakai (JP, 921031)",Tenchi wo Kurau II Sekiheki no Tatakai (Japan 921031),Japan,921031,yes,Dynasty Wars,Capcom CPS-1.5,Dynasty Wars,no,no,1992,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,,2
wofu,"Warriors of Fate (US, 921031)",Warriors of Fate (USA 921031),USA,921031,yes,Dynasty Wars,Capcom CPS-1.5,Dynasty Wars,no,no,1992,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,,2
wonder3,"Wonder 3 (JP, 910520)",Wonder 3 -Japan 910520-,Japan,910520,yes,Three Wonders,Capcom CPS-1,,no,no,1991,Capcom,Mixed,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
wrestwar1,"Wrestle War (JP, Set 1)","Wrestle War (set 1, Japan) (FD1094 317-0090)",Japan,Set 1,yes,Wrestle War,Sega System 16B,,no,no,1989,Sega,Sports,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
wrestwar2,"Wrestle War (W, Set 2)","Wrestle War (set 2, World) (FD1094 317-0102)",World,Set 2,yes,Wrestle War,Sega System 16B,,no,no,1989,Sega,Sports,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
xmcota,"X-Men- Children of the Atom (EU, 950331)",X-Men Children of the Atom (Euro 950331),Europe,950331,no,,Capcom CPS-2,X-Men / Marvel,no,no,1994,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
xmcotaa,"X-Men- Children of the Atom (AS, 950105)",X-Men Children of the Atom (Asia 950105),Asia,950105,yes,X-Men- Children of the Atom,Capcom CPS-2,X-Men / Marvel,no,no,1994,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
xmcotaar1,"X-Men- Children of the Atom (AS, 941219)",X-Men Children of the Atom (Asia 941219),Asia,941219,yes,X-Men- Children of the Atom,Capcom CPS-2,X-Men / Marvel,no,no,1994,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
xmcotaar2,"X-Men- Children of the Atom (AS, 941217)",X-Men Children of the Atom (Asia 941217),Asia,941217,yes,X-Men- Children of the Atom,Capcom CPS-2,X-Men / Marvel,no,no,1994,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
xmcotab,"X-Men- Children of the Atom (W, 950331)",X-Men Children of the Atom (Brazil 950331),World,950331,yes,X-Men- Children of the Atom,Capcom CPS-2,X-Men / Marvel,no,no,1994,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
xmcotah,"X-Men- Children of the Atom (HS, 950331)",X-Men Children of the Atom (Hispanic 950331),Hispanic,950331,yes,X-Men- Children of the Atom,Capcom CPS-2,X-Men / Marvel,no,no,1994,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
xmcotahr1,"X-Men- Children of the Atom (HS, 950105)",X-Men Children of the Atom (Hispanic 950105),Hispanic,950105,yes,X-Men- Children of the Atom,Capcom CPS-2,X-Men / Marvel,no,no,1994,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
xmcotaj,"X-Men- Children of the Atom (JP, 950105)",X-Men Children of the Atom (Japan 950105),Japan,950105,yes,X-Men- Children of the Atom,Capcom CPS-2,X-Men / Marvel,no,no,1994,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
xmcotaj1,"X-Men- Children of the Atom (JP, 941222)",X-Men Children of the Atom (Japan 941222),Japan,941222,yes,X-Men- Children of the Atom,Capcom CPS-2,X-Men / Marvel,no,no,1994,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
xmcotaj2,"X-Men- Children of the Atom (JP, 941219, Unlocked)",X-Men Children of the Atom (Japan 941219) [Unlocked],Japan,"941219, Unlocked",yes,X-Men- Children of the Atom,Capcom CPS-2,X-Men / Marvel,no,no,1994,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
xmcotaj2,"X-Men- Children of the Atom (JP, 941219, Unlocked)",X-Men Children of the Atom (USA 941219) [Unlocked],Japan,"941219, Unlocked",yes,X-Men- Children of the Atom,Capcom CPS-2,X-Men / Marvel,no,no,1994,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
xmcotaj2,"X-Men- Children of the Atom (JP, 941219)",X-Men Children of the Atom (Japan 941219),Japan,941219,yes,X-Men- Children of the Atom,Capcom CPS-2,X-Men / Marvel,no,no,1994,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
xmcotaj3,"X-Men- Children of the Atom (JP, 941217)",X-Men Children of the Atom (Japan 941217),Japan,941217,yes,X-Men- Children of the Atom,Capcom CPS-2,X-Men / Marvel,no,no,1994,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
xmcotajr,"X-Men- Children of the Atom (JP, 941208, rent version)",X-Men Children of the Atom (Japan 941208 rent version),Japan,"941208, rent version",yes,X-Men- Children of the Atom,Capcom CPS-2,X-Men / Marvel,no,no,1994,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
xmcotar1,"X-Men- Children of the Atom (EU, 950105)",X-Men Children of the Atom (Euro 950105),Europe,950105,yes,X-Men- Children of the Atom,Capcom CPS-2,X-Men / Marvel,no,no,1994,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
xmcotau,"X-Men- Children of the Atom (US, 950105)",X-Men Children of the Atom (USA 950105),USA,950105,yes,X-Men- Children of the Atom,Capcom CPS-2,X-Men / Marvel,no,no,1994,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
xmvsf,"X-Men Vs. Street Fighter (EU, 961004)",X-Men Vs. Street Fighter (Euro 961004),Europe,961004,no,,Capcom CPS-2,Marvel / Capcom,no,no,1996,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
xmvsfa,"X-Men Vs. Street Fighter (AS, 961023)",X-Men Vs. Street Fighter (Asia 961023),Asia,961023,yes,X-Men Vs. Street Fighter,Capcom CPS-2,Marvel / Capcom,no,no,1996,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
xmvsfar1,"X-Men Vs. Street Fighter (AS, 961004)",X-Men Vs. Street Fighter (Asia 961004),Asia,961004,yes,X-Men Vs. Street Fighter,Capcom CPS-2,Marvel / Capcom,no,no,1996,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
xmvsfar2,"X-Men Vs. Street Fighter (AS, 960919)",X-Men Vs. Street Fighter (Asia 960919),Asia,960919,yes,X-Men Vs. Street Fighter,Capcom CPS-2,Marvel / Capcom,no,no,1996,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
xmvsfar3,"X-Men Vs. Street Fighter (AS, 960910)",X-Men Vs. Street Fighter (Asia 960910),Asia,960910,yes,X-Men Vs. Street Fighter,Capcom CPS-2,Marvel / Capcom,no,no,1996,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
xmvsfb,"X-Men Vs. Street Fighter (W, 961023)",X-Men Vs. Street Fighter (Brazil 961023),World,961023,yes,X-Men Vs. Street Fighter,Capcom CPS-2,Marvel / Capcom,no,no,1996,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
xmvsfh,"X-Men Vs. Street Fighter (HS, 961004)",X-Men Vs. Street Fighter (Hispanic 961004),Hispanic,961004,yes,X-Men Vs. Street Fighter,Capcom CPS-2,Marvel / Capcom,no,no,1996,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
xmvsfj,"X-Men Vs. Street Fighter (JP, 961023)",X-Men Vs. Street Fighter (Japan 961023),Japan,961023,yes,X-Men Vs. Street Fighter,Capcom CPS-2,Marvel / Capcom,no,no,1996,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
xmvsfjr1,"X-Men Vs. Street Fighter (JP, 961004)",X-Men Vs. Street Fighter (Japan 961004),Japan,961004,yes,X-Men Vs. Street Fighter,Capcom CPS-2,Marvel / Capcom,no,no,1996,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
xmvsfjr2,"X-Men Vs. Street Fighter (JP, 960910)",X-Men Vs. Street Fighter (Japan 960910),Japan,960910,yes,X-Men Vs. Street Fighter,Capcom CPS-2,Marvel / Capcom,no,no,1996,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
xmvsfjr3,"X-Men Vs. Street Fighter (JP, 960909)",X-Men Vs. Street Fighter (Japan 960909),Japan,960909,yes,X-Men Vs. Street Fighter,Capcom CPS-2,Marvel / Capcom,no,no,1996,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
xmvsfr1,"X-Men Vs. Street Fighter (EU, 960910)",X-Men Vs. Street Fighter (Euro 960910),Europe,960910,yes,X-Men Vs. Street Fighter,Capcom CPS-2,Marvel / Capcom,no,no,1996,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
xmvsfu,"X-Men Vs. Street Fighter (US, 961023)",X-Men Vs. Street Fighter (USA 961023),USA,961023,yes,X-Men Vs. Street Fighter,Capcom CPS-2,Marvel / Capcom,no,no,1996,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
xmvsfur1,"X-Men Vs. Street Fighter (US, 961004)",X-Men Vs. Street Fighter (USA 961004),USA,961004,yes,X-Men Vs. Street Fighter,Capcom CPS-2,Marvel / Capcom,no,no,1996,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
xmvsfur2,"X-Men Vs. Street Fighter (US, 960910)",X-Men Vs. Street Fighter (USA 960910),USA,960910,yes,X-Men Vs. Street Fighter,Capcom CPS-2,Marvel / Capcom,no,no,1996,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
